Run,Event,pt1,eta1,phi1,Q1,type1,sigmaEtaEta1,HoverE1,isoTrack1,isoEcal1,isoHcal1,pt2,eta2,phi2,Q2,type2,sigmaEtaEta2,HoverE2,isoTrack2,isoEcal2,isoHcal2
163286,110584844,28.8428,1.19513,1.75184,1,EB,0.0091161,0,20.8222,15.5528,0,35.6574,-0.812169,-1.45553,1,EB,0.012289,0.0666793,15.6994,7.45367,1.72695
163286,110668790,47.5727,-2.21799,-0.815233,1,EE,0.0473806,0.101574,11.4498,2.35123,10.2853,57.7235,-1.6576,2.20537,1,EE,0.015067,0,16.2211,17.5779,6.94401
163286,110493202,35.6338,1.97293,1.97661,-1,EE,0.0181945,0,0,0.256939,0,35.1704,1.31735,-1.30545,1,EB,0.00833283,0,0,1.3824,0
163286,110675522,41.759,0.0709018,2.36862,-1,EB,0.0110948,0.124863,25.7368,5.8974,16.6809,25.9889,-1.03599,-1.3392,1,EB,0.015404,0.0850191,11.5281,7.81327,0.70864
163286,110435357,29.8759,0.327921,1.33372,-1,EB,0.00920095,0,0,2.82467,0,34.0971,-1.60323,-1.74058,1,EE,0.0111068,0,0.763404,1.13403,0.340939
163286,111133569,35.3177,-0.0196275,2.75162,1,EB,0.0105192,0,0,1.67342,0,48.0224,0.799921,-0.324937,-1,EB,0.00887013,0,0,1.40191,0
163286,111096706,27.861,1.17447,0.280947,-1,EB,0.0216801,0.02077,17.9092,14.4455,5.39997,36.6042,-1.13868,-2.93006,1,EB,0.00908951,0,14.1239,3.87435,4.16537
163286,111109810,31.3305,-0.656582,2.18808,1,EB,0.0122848,0,24.0077,15.8075,4.88813,48.8075,-0.377623,-0.986876,1,EB,0.00944741,0.0340895,1.2074,3.10107,3.21218
163286,111125290,38.1513,-0.959871,0.745925,-1,EB,0.0108849,0.0616535,3.31055,7.10015,0,61.6516,-0.249622,-2.50714,1,EB,0.00939522,0.0746242,2.71324,12.0097,7.58563
163286,111035897,34.4047,1.26959,-3.09654,1,EB,0.00853929,0.0266956,6.41596,10.4583,0.398771,57.7365,2.24204,0.511885,-1,EE,0.029609,0.0824834,13.017,8.98558,2.46969
163286,110865947,25.5716,1.2476,-2.40612,-1,EB,0.0230858,0.0415613,20.8719,11.0227,9.28015,54.7574,-0.622544,1.1337,1,EB,0.00889593,0.0399043,15.4018,16.684,7.51441
163286,111236931,27.0851,1.10201,-1.50459,1,EB,0.00939204,0.0279647,0,4.44809,0,44.4463,2.3973,2.37445,-1,EE,0.0275419,0.0926639,7.96349,1.61836,2.62737
163286,111048004,30.6102,0.276809,-0.63141,1,EB,0.0182773,0.0306257,17.952,15.5897,11.673,38.8784,1.88998,2.49374,-1,EE,0.0243451,0.028053,6.30745,7.98146,1.0104
163286,111539356,32.0828,0.608596,-0.770687,-1,EB,0.0120386,0,9.37291,10.489,1.62391,31.5522,-1.93002,3.12845,-1,EE,0.0316895,0.0265937,3.21307,4.47831,2.20303
163286,111599320,39.0517,1.2233,2.46506,-1,EB,0.0171721,0.0173417,9.56072,48.6829,3.20133,74.3241,0.272615,-0.906321,1,EB,0.0127867,0,13.7772,20.5445,0.765012
163286,111667969,28.8167,-0.510396,-3.0289,1,EB,0.00932599,0.119625,19.5014,8.75157,0.962361,30.3279,2.09808,-0.242137,-1,EE,0.0276922,0.0457461,8.80672,2.49993,4.58447
163286,111743425,28.2928,0.711229,-2.00663,1,EB,0.0100245,0.108198,11.3029,7.35887,11.0049,46.1897,1.98797,0.873562,1,EE,0.0181918,0.0118715,1.02909,1.22895,3.92252
163286,111543719,30.206,-2.21116,-0.568794,1,EE,0.0285408,0.08357,10.3601,2.65972,19.2606,33.0941,-2.07269,2.67502,-1,EE,0.0236691,0,13.4279,2.79858,5.38703
163286,111418450,28.9414,-1.41381,-1.34145,1,EB,0.0202977,0,17.3647,15.2421,3.95179,34.5373,0.528459,1.20363,-1,EB,0.0103475,0.0272539,5.48994,9.14642,4.25857
163286,111481046,45.7907,-1.237,2.51979,-1,EB,0.00945586,0.0639859,25.3187,10.6242,5.32267,57.3001,-2.29991,-0.681036,1,EE,0.0284099,0,5.10055,11.1048,0.942994
163286,111608533,27.4528,1.19326,2.17068,-1,EB,0.0132213,0.0561877,20.943,15.3075,1.61538,45.0307,-0.878394,1.50217,1,EB,0.00909848,0,7.52654,2.35657,0.545164
163286,111633837,27.4516,-1.26709,2.07769,-1,EB,0.015651,0.0842976,24.2216,11.1041,2.38658,61.993,-1.98408,-0.842667,-1,EE,0.0175633,0,8.61973,6.89221,5.12971
163286,112176337,46.4109,-0.829295,-2.58339,-1,EB,0.0100165,0.0172409,17.3215,11.9628,0,40.3177,0.110475,0.638504,-1,EB,0.00930219,0.0742222,10.2049,5.78957,2.13828
163286,112128579,46.4312,0.19254,0.671362,-1,EB,0.00915659,0,0,0.755639,0.865568,48.4596,-0.25049,-2.57053,1,EB,0.00933117,0,0,1.66078,0
163286,111928032,28.0401,2.33037,-2.83909,-1,EE,0.0223617,0.0932074,1.67281,0.768366,1.52214,37.1915,2.2595,0.682708,-1,EE,0.0250761,0,0,1.78229,2.1038
163286,112545460,56.2443,0.683527,-1.02922,-1,EB,0.0138622,0.0631215,3.20158,6.83575,0,49.752,0.591954,1.82163,1,EB,0.00953713,0.123047,21.1632,8.74924,12.6618
163286,112541044,34.0134,0.0769341,-1.78601,1,EB,0.00924739,0.0606265,35.5071,7.55479,21.3702,48.6909,-0.641173,1.62155,-1,EB,0.0174525,0.078149,37.3667,9.26154,13.997
163286,112300423,37.0745,-1.4465,-2.61821,1,EB,0.0103541,0.1423,17.0332,6.93096,3.12263,55.2944,-0.497234,0.677746,-1,EB,0.0124472,0.0199306,16.2639,11.0039,1.93095
163286,112589929,40.8152,-0.745289,2.47492,1,EB,0.0197587,0.146015,13.9243,12.0798,2.07827,47.7295,-1.79061,-0.807672,1,EE,0.0180929,0.0553944,10.2701,3.70397,6.12131
163286,112294465,27.2907,-0.323257,-1.14136,1,EB,0.0104868,0,14.1173,30.9958,4.14773,59.8904,-0.523826,1.9323,1,EB,0.0114792,0.0145281,8.90985,19.4593,8.31362
163286,112491341,42.5847,-0.343374,2.73899,-1,EB,0.00840718,0,4.23076,3.67755,0.60485,36.0532,1.03457,-0.485856,-1,EB,0.00928638,0.0722736,13.2215,1.71181,6.03932
163286,113125184,42.5004,0.488695,-0.635695,1,EB,0.00977885,0.0151648,0,2.12198,0,44.0825,1.14622,2.48927,-1,EB,0.0089525,0,0,0.997788,0
163286,112790226,26.4972,1.2911,-1.84011,-1,EB,0.016168,0.115392,48.488,21.8415,2.57607,54.6611,1.23021,1.36537,-1,EB,0.0131219,0,33.9239,12.9429,4.36346
163286,112816146,41.4244,-0.216398,-2.34856,-1,EB,0.00746578,0,0,0.632645,0,40.4068,0.53266,0.807795,1,EB,0.00882019,0,0,0.93961,0
163286,112809953,31.3825,-1.36723,1.14971,-1,EB,0.00857612,0,0,3.23364,0,51.2533,-0.209908,-2.83275,1,EB,0.00867283,0,0,2.19806,0
163286,113004694,42.8442,-1.19442,0.454485,1,EB,0.00858386,0,0,1.45856,0,57.2834,-1.29524,2.65505,-1,EB,0.00874499,0.00643458,1.04861,2.55062,0
163297,107880585,31.319,-2.32103,-0.397453,1,EE,0.0319431,0.112763,5.0789,4.04,6.20168,44.2013,-1.0754,2.94149,1,EB,0.0123342,0.0104764,5.54427,6.96791,5.10398
163297,107872385,34.8294,1.58033,0.95232,1,EE,0.020969,0.0890953,29.4175,9.72829,12.0762,75.3904,2.20522,-2.24612,1,EE,0.0212105,0.0506068,13.7455,0.899345,7.97428
163297,107882006,32.0621,-1.18959,0.884835,1,EB,0.00954922,0,1.25069,3.19364,1.44329,37.2826,-2.49643,-2.06962,-1,EE,0.0309657,0.00453566,0,0.237567,0.572041
163297,108147307,46.0719,-0.104284,-2.14833,1,EB,0.00866642,0.0166393,3.63955,3.62993,3.29386,29.0065,0.661307,1.08277,1,EB,0.0105687,0,13.8741,5.85181,2.00546
163297,108265275,42.1168,1.82165,0.136327,-1,EE,0.0150852,0,0,0.804367,0,46.9726,1.3165,2.9054,1,EB,0.00711077,0,0,1.31979,0
163297,108372443,32.1196,0.488293,1.85896,1,EB,0.0100725,0,6.53454,10.6081,1.8724,27.1513,0.0964889,-1.38544,1,EB,0.0103293,0,7.82055,7.28712,0
163297,107925754,39.297,-1.39324,0.978578,-1,EB,0.00899452,0.00856888,0,1.95359,0.604178,42.6272,-0.380672,-2.35569,1,EB,0.00918984,0,0,1.63179,1.40793
163297,108135234,56.3057,0.0844119,-0.750303,1,EB,0.00977487,0.029347,0,1.7099,0,37.9343,-0.505861,2.06081,-1,EB,0.00904895,0,0,4.48091,0.79936
163297,108286097,32.493,-1.25308,-2.39708,-1,EB,0.0080858,0.0732335,12.7593,7.4484,1.59082,42.7632,-0.886821,0.880467,1,EB,0.00886476,0.0118931,12.2688,4.10856,4.54487
163297,108255509,25.0754,-0.203815,-1.3431,-1,EB,0.00893013,0,3.29082,2.34722,1.67885,54.4322,1.34603,1.3122,1,EB,0.0071735,0,0,2.14504,0.783827
163297,108381381,68.1081,0.941076,2.98585,1,EB,0.0117868,0.0242856,0,3.65916,2.8717,40.9087,0.0838021,-0.274461,1,EB,0.0177855,0.0601731,3.52703,15.0019,1.24652
163297,108187931,41.7491,0.562937,-0.0210558,1,EB,0.00903457,0.103161,24.4972,17.6716,5.41967,38.0894,-1.2535,2.47364,1,EB,0.0100879,0.0302225,16.2982,8.215,5.59097
163297,107893324,33.668,0.0808335,0.779177,-1,EB,0.0125331,0.0224744,18.5917,6.75167,4.33855,28.5997,-1.41532,-2.36661,-1,EB,0.0112636,0,14.1399,6.46527,0
163297,108726798,52.679,1.11931,3.01182,1,EB,0.00764729,0,0,1.42984,0,40.3707,1.16949,0.0885099,-1,EB,0.00909272,0,0,2.81824,1.11461
163297,108957396,30.9473,-0.2114,0.735735,1,EB,0.0119574,0.10408,4.01678,11.0235,3.81511,38.64,1.28517,-2.27942,1,EB,0.0103409,0.0246431,11.6381,11.3271,0.467534
163297,108571786,37.361,-1.12809,-2.20903,1,EB,0.00925341,0,0,2.39219,0,39.6194,-2.45382,1.52916,-1,EE,0.0279175,0.00369345,0,0.1197,3.14739
163297,108833939,28.8562,1.89139,2.64982,1,EE,0.0168481,0,1.5253,3.1817,2.54516,35.6487,2.41843,-0.540512,1,EE,0.0380137,0.0843789,0,0.938821,3.90033
163297,108463705,41.2194,-2.32332,1.81269,1,EE,0.0231939,0.0417572,0,0.849746,1.24281,42.3769,-1.62378,-1.46898,-1,EE,0.0117081,0,0,1.86069,1.04419
163297,108792034,33.2566,-0.780945,1.65283,1,EB,0.0123335,0.0983176,3.61389,8.81329,3.30504,31.9958,0.775508,-1.08846,-1,EB,0.0134215,0,0,9.76359,0
163297,108415113,31.7421,-0.230857,-0.10005,-1,EB,0.0211854,0.119529,27.6759,11.2105,0,38.1372,1.22662,2.99314,1,EB,0.0139591,0.123261,1.78329,5.76242,7.04955
163297,108422353,54.697,1.91383,-0.370025,-1,EE,0.0210144,0.00764271,14.7141,4.50487,1.29588,29.4078,0.303021,2.53735,-1,EB,0.0140593,0.0659881,19.9794,11.209,7.31913
163297,109373176,41.883,-1.42275,-1.66767,-1,EB,0.0108349,0,27.6332,10.935,5.32633,33.597,-0.902772,1.71462,1,EB,0.0192869,0.124189,31.7928,19.4486,17.6942
163297,109071364,31.0443,-0.812566,-0.806901,-1,EB,0.00896895,0.109769,0.733208,4.06693,0,35.836,-1.09171,2.43561,-1,EB,0.00849316,0.056926,7.05704,5.11769,0.603477
163297,109073731,33.3654,-2.2227,-0.432322,1,EE,0.0316306,0.0586485,14.4367,2.72088,6.92894,29.2854,-0.454822,2.79365,1,EB,0.0151267,0.146801,30.3427,14.7015,7.41292
163297,109083718,27.3174,-0.530857,-1.71832,1,EB,0.00898804,0.0293619,9.9957,8.29894,0,34.9745,1.37576,0.647504,1,EB,0.0123675,0.0345477,6.54072,6.13389,1.38978
163297,109254174,32.0819,0.744115,2.17077,-1,EB,0.0126343,0.0674921,14.0683,31.7038,1.24864,34.5334,-1.38776,-1.22773,1,EB,0.0114447,0.13741,32.1882,10.3471,0.876971
163297,109938524,35.1104,-1.17771,-2.83541,-1,EB,0.00693832,0,0,0.889927,0,54.2258,-0.55625,0.632315,1,EB,0.00889487,0,0,2.71879,0
163297,109954972,45.694,1.16872,-1.58091,1,EB,0.0103394,0.0628843,16.933,7.96835,7.79866,28.8442,-0.299239,2.95264,-1,EB,0.0137774,0.124811,22.0835,10.083,5.48959
163297,109991796,45.5042,-1.87298,1.73706,-1,EE,0.0199473,0.00662952,9.24347,3.31597,7.50729,33.2409,-2.04092,-1.30686,-1,EE,0.027892,0.0134804,0,4.21485,5.39109
163297,109706261,30.2523,-1.34061,-1.32544,1,EB,0.0104298,0.0766426,6.98054,2.44848,2.17134,51.4067,-2.10568,1.20516,-1,EE,0.0236997,0.116161,2.81641,3.20196,6.86681
163297,109798544,32.9343,0.431637,-0.1257,1,EB,0.0109155,0,10.5421,4.02649,0,27.3572,0.991895,-3.12496,1,EB,0.0117408,0,3.75757,7.91819,2.29922
163297,109896096,54.7418,-1.44168,-2.95895,1,EB,0.0129937,0,15.7814,8.52289,3.14992,33.9002,-2.44817,0.578806,-1,EE,0.0368193,0.0378843,0,7.26806,6.44232
163297,109555006,41.4741,-0.569712,2.15898,-1,EB,0.00903751,0,0,1.73479,0,38.5444,0.469109,-0.995319,1,EB,0.00826544,0,0.799401,0.931169,0
163297,109642025,41.9824,2.2082,-1.30259,-1,EE,0.0232317,0,0,0.269537,0.410703,33.541,2.35066,1.91728,1,EE,0.029169,0.0157134,0,14.6716,2.72758
163297,109542934,34.0083,-0.355426,-2.82696,1,EB,0.00869885,0,0,1.42189,0,31.2227,-2.0644,0.5567,-1,EE,0.0197118,0,0,1.00942,1.83962
163297,110021134,30.187,1.81865,-0.817762,1,EE,0.0173499,0,0,0.35721,0,31.7476,-0.129264,2.12432,-1,EB,0.00967229,0,0,1.83008,0
163297,109833127,38.6908,0.662905,3.01058,1,EB,0.0118214,0.0822748,24.7274,7.02286,3.18773,48.81,0.538285,-0.0113397,1,EB,0.0139246,0,8.91465,13.9776,0
163297,109554427,30.4758,0.596086,-2.1916,-1,EB,0.00929794,0,8.51758,16.1664,0,31.2203,0.925367,0.642747,1,EB,0.00962194,0.0517181,4.71682,4.52914,1.75562
163297,109916213,37.1779,1.31275,1.00041,1,EB,0.00865714,0,0,1.63252,0,49.9082,0.524872,-2.37305,-1,EB,0.00874105,0,0,2.67462,0
163297,112288913,48.7003,-2.05392,1.39615,-1,EE,0.0190602,0.0148875,16.6461,5.7386,3.01373,29.0559,-1.34099,-1.8308,1,EB,0.0114477,0.0910468,27.0977,15.0013,4.77521
163297,112207630,25.6799,-0.606689,2.72329,-1,EB,0.0143641,0.0578092,38.0559,8.91041,11.4022,84.0302,-1.95173,-0.484989,1,EE,0.016539,0.0174501,9.13352,5.26027,2.01069
163297,111925501,42.3919,0.266298,0.759785,1,EB,0.00912596,0.0887011,6.56518,4.48932,1.97654,39.213,1.02835,-2.16543,-1,EB,0.0117675,0.0702844,16.9075,14.4838,7.07937
163297,112077341,36.546,-0.21472,-1.88577,-1,EB,0.0124861,0.0503336,8.03738,23.802,4.58109,25.6677,-2.48077,2.00258,1,EE,0.0731363,0.0139154,23.2239,15.3411,3.35781
163297,112018111,34.7145,-0.870933,-0.56791,1,EB,0.00960949,0.0783941,15.8714,7.68474,5.45485,31.9188,-2.31992,2.74171,-1,EE,0.0378614,0.00661858,0,5.09018,2.25862
163297,112187239,27.7645,0.0220633,1.90372,-1,EB,0.0182499,0.111309,20.9889,16.4456,0.80149,35.4686,-0.920413,-1.26498,1,EB,0.012793,0,2.06723,3.10931,1.22656
163297,112268003,29.9641,0.415684,0.924191,-1,EB,0.00985998,0.034995,6.04932,6.59583,4.27709,33.0811,-1.29065,-2.14884,1,EB,0.0135721,0.104312,16.7981,6.8012,0.746738
163297,112040068,33.1772,2.09961,-1.95001,1,EE,0.0215186,0,0,0.195796,0,50.6711,1.43825,1.3471,-1,EB,0.00800761,0,1.15088,1.48367,0.380442
163297,112254924,39.0073,-0.413242,-1.13975,-1,EB,0.0088771,0,0,1.58403,0,35.3226,-1.73605,1.94455,1,EE,0.0151702,0,0,1.12689,0.329512
163297,112007740,31.6116,1.28336,0.0193767,-1,EB,0.0136014,0.0945401,54.1034,25.2161,9.14433,37.8593,0.0276156,3.06868,-1,EB,0.0118857,0.0681801,33.2679,16.5021,0.825356
163297,112191369,25.0509,1.03492,1.46111,-1,EB,0.00832455,0.0305057,14.2434,4.95434,13.4113,39.2858,1.71569,-0.900807,-1,EE,0.0179618,0.0152235,8.35296,3.99213,1.18895
163297,112714837,57.7414,-1.54111,0.959327,1,EE,0.0102892,0.038528,0,1.80139,1.83631,118.632,-1.32302,-0.0617206,-1,EB,0.00900975,0,0,1.19323,0
163297,112541462,37.5099,1.18854,2.02974,-1,EB,0.0132849,0.0379395,27.7677,7.79443,4.88869,50.7873,0.361296,-2.08183,-1,EB,0.0223263,0.0478843,7.24854,13.7478,0
163297,112633374,32.8149,1.23754,2.86181,-1,EB,0.0114341,0.0268689,34.8755,19.8856,13.3328,33.1147,1.1219,0.16126,1,EB,0.00857097,0,16.3736,8.36277,2.16175
163297,112418467,28.6112,-0.914034,0.972358,-1,EB,0.00889141,0.0188808,5.48694,15.2802,7.76029,39.6449,-2.44504,-1.96251,-1,EE,0.0381603,0.0175545,7.24722,2.37742,1.14202
163297,113446336,32.6258,0.125551,1.15902,-1,EB,0.00939065,0,0,1.66603,0,32.9164,1.38324,-2.00238,1,EB,0.00836766,0,0,1.76943,0
163297,113234263,25.4207,0.259014,0.968045,-1,EB,0.0108528,0,5.17684,10.2249,2.5267,34.4379,-1.57065,-2.12866,-1,EE,0.0107323,0.0313825,66.3162,25.3923,20.7372
163297,113049127,51.7151,-0.65524,-0.53816,1,EB,0.00926267,0,6.05338,6.92924,0.966487,40.4855,-1.7151,2.48796,-1,EE,0.0180902,0,0,4.55503,0.893708
163297,113153380,43.1149,-1.00259,1.86588,1,EB,0.0135971,0,36.2157,32.1716,3.67201,31.2428,0.396973,-1.5613,-1,EB,0.0119187,0.139681,7.57978,9.16834,7.64295
163297,113245193,40.1164,0.217955,-2.09414,-1,EB,0.00871666,0,2.09763,8.71196,7.99363,38.7305,1.05429,0.742905,1,EB,0.0132259,0,5.88237,16.035,7.19017
163297,112984045,38.8647,0.325096,2.06239,-1,EB,0.00711919,0,1.05806,1.86229,0,32.0001,1.6517,-0.874933,1,EE,0.0107995,0,0,1.62812,0.453841
163297,113007045,45.9894,1.06042,-1.56167,-1,EB,0.0130931,0,11.3853,5.4815,4.35075,49.4297,2.07127,1.51009,1,EE,0.0288938,0.0372042,0,4.68702,0.649345
163297,113392565,74.6685,2.14238,1.72371,1,EE,0.0253907,0.0852637,7.88118,2.69511,7.66961,25.6783,1.1454,-1.65714,1,EB,0.00960305,0.0904324,8.21253,6.61064,6.25214
163297,113583483,55.2952,-1.55413,-2.41978,-1,EE,0.00973211,0,0.731492,2.15624,0,25.3607,-0.392848,1.92952,-1,EB,0.0151135,0,7.81857,2.46114,2.03081
163297,113509135,48.2918,1.89466,-0.595183,1,EE,0.0173347,0,0,0.680247,0,38.3377,1.30616,2.51006,-1,EB,0.00853542,0,1.30028,1.6697,0
163297,113949276,25.4707,1.36457,1.70274,-1,EB,0.0136816,0.0643046,0.807405,6.43469,6.17326,35.9528,2.14816,-1.27218,1,EE,0.0213476,0.0453473,10.2121,0.815209,3.44937
163297,113678106,29.9705,-0.591406,-0.578679,-1,EB,0.0125917,0.13209,6.71025,8.95419,0.693379,42.1778,0.152389,1.90199,1,EB,0.0179462,0,13.947,11.1487,0
163297,113893076,56.9677,0.896784,-2.51796,-1,EB,0.00985266,0.0333073,13.1156,5.30657,10.1352,40.936,-0.40301,1.06407,-1,EB,0.0197044,0.0830581,45.6768,26.1317,8.14152
163297,113896387,39.2767,-0.186995,-1.66507,-1,EB,0.00895401,0.0191244,0,3.07684,0,37.8305,-1.07674,1.52642,1,EB,0.00785001,0,0,2.55084,2.16726
163301,8433971,33.8874,0.919286,1.80771,-1,EB,0.0108973,0.0547564,9.28044,7.99906,4.64969,49.8638,1.34303,-0.895301,1,EB,0.0132097,0.104095,17.8053,11.3466,1.26464
163301,8651368,30.4661,-0.897349,1.49967,-1,EB,0.0155957,0.127505,19.1394,4.64835,4.42808,54.1655,-1.98465,-1.38741,1,EE,0.0223951,0.00921421,0,3.0635,2.4793
163301,8695136,42.4882,0.209765,-3.07319,1,EB,0.014776,0,6.0895,6.13127,3.66688,69.6203,1.14749,0.409274,1,EB,0.0149027,0.0195098,26.4633,8.65529,7.5056
163301,8364503,42.2585,-1.95774,-2.77421,1,EE,0.0181132,0,0,1.91991,0.872903,50.5169,-1.73366,0.801102,-1,EE,0.0124079,0,0,1.28562,0
163301,8387791,48.9309,2.41292,-2.95326,-1,EE,0.0256837,0,0,0.745555,3.65421,46.6971,2.12477,0.181723,1,EE,0.0212421,0.0111929,0,0.354351,0.938837
163301,8597815,38.2838,-1.89669,1.04613,1,EE,0.0141064,0.00931418,16.4961,4.50015,1.33468,38.3765,-2.42359,-1.97874,1,EE,0.0558169,0.00449223,0,9.30429,2.43784
163301,8294566,79.7847,0.963756,1.5978,-1,EB,0.0155582,0.0247742,24.4828,23.6315,4.98427,66.5382,0.136322,0.0950619,1,EB,0.00932784,0.144046,30.59,13.8556,7.73666
163301,8552598,29.8286,-0.914735,1.72579,-1,EB,0.00909082,0,4.29392,1.81104,1.50593,40.7777,0.665699,-1.85901,1,EB,0.00878574,0,0,2.6168,0.574489
163301,8543196,44.5942,-0.87701,-2.74172,1,EB,0.0113399,0.10053,18.2191,7.778,3.07195,38.1175,-1.10238,-0.0918591,-1,EB,0.0183085,0.134183,19.0325,14.2833,14.5327
163301,8675225,25.0421,1.07346,2.93607,1,EB,0.0187327,0.0860924,19.3453,17.6813,1.55398,65.343,-1.14466,-2.82244,-1,EB,0.0096086,0.0228658,1.31339,6.51179,3.97752
163301,8651578,42.3352,-1.57237,-1.60641,1,EE,0.0102772,0,0,2.2867,0,39.8635,-2.37622,1.53159,-1,EE,0.0289168,0,0,0.176282,0
163301,8639696,50.4286,-1.28554,2.69863,-1,EB,0.00888781,0,0,0.964662,0,37.2085,-1.7479,-0.143854,1,EE,0.0205678,0,0,0.959703,0
163301,8521703,37.9026,-0.782489,-1.12593,-1,EB,0.00907394,0.0370345,22.5821,6.33174,1.69535,31.4491,-1.6761,1.06739,-1,EE,0.0189305,0.105021,9.41734,9.334,15.5016
163301,8759519,25.8131,1.64659,0.444147,1,EE,0.0185244,0.0567848,336.262,7.22184,2.07839,51.4315,1.79653,-2.75238,-1,EE,0.0155404,0.0563624,30.3957,10.2471,1.66205
163301,9035555,44.7307,-0.738533,-1.30473,1,EB,0.0157243,0.059076,10.2308,7.60013,1.09479,51.0204,-0.114315,1.11313,1,EB,0.00915964,0.0466545,24.5812,13.9315,11.0591
163301,9213067,54.8983,0.0651707,-1.76816,1,EB,0.00989138,0,0,1.63453,0,32.8185,-0.623355,1.40048,-1,EB,0.0091446,0,0,1.08783,0
163301,9170775,67.9854,-1.67581,-2.11662,1,EE,0.0240405,0.0881138,33.1429,19.5035,12.7394,42.4772,-2.38297,2.56906,1,EE,0.0274204,0.0251365,18.3731,2.35993,7.14602
163301,8904841,40.0966,0.261921,-2.24498,-1,EB,0.0123721,0,1.94239,3.0133,3.1775,32.5949,-0.0977388,0.885136,1,EB,0.0197399,0,4.36332,4.25158,7.20617
163301,8791649,29.0144,-2.33912,1.30608,-1,EE,0.0374944,0.1105,13.4789,0.516723,8.70058,34.5966,-1.25874,-2.23693,1,EB,0.00860971,0,3.58633,6.60773,0
163301,9066524,39.657,-1.11647,0.332156,1,EB,0.00951166,0.147809,31.7448,4.702,7.3635,36.3014,-2.37647,-2.71018,1,EE,0.0336019,0.0652997,6.7763,9.78873,9.61887
163301,9083932,32.9656,0.245768,0.55412,1,EB,0.00906198,0,0,2.51881,0,30.5338,-1.63826,-2.6166,-1,EE,0.01207,0,0,1.68371,0
