Run,Event,pt1,eta1,phi1,Q1,dxy1,iso1,pt2,eta2,phi2,Q2,dxy2,iso2
165617,78814907,26.4557,-1.30362,1.41215,-1,-0.0696715,0,24.8115,1.07914,-1.69518,1,0.0698256,1.6034
165617,78974110,41.4411,1.53572,1.31532,1,-0.0665476,0,38.8605,0.504138,-1.84642,-1,0.0635997,0.343221
165617,80578768,34.615,1.43328,-2.31728,-1,0.0298771,0,51.6188,1.03587,0.652549,1,-0.0149255,0
165617,80284893,3.46369,-0.770495,-2.88968,-1,-0.0149569,14.5386,528.434,-0.0208233,0.260211,1,0.170641,23.723
165617,80456027,38.8825,1.28097,2.00244,1,-0.0910238,0,50.7055,1.47539,-1.41378,-1,0.0865229,0
165617,79285182,46.8549,-1.5274,0.606702,1,-0.0133809,0,34.9581,-0.451483,-2.16793,-1,0.0461805,0.336344
165617,79848134,58.6877,-1.02126,0.836241,1,-0.031928,0,45.7553,-0.370298,2.74182,-1,-0.0633543,0
165617,79997894,36.4199,1.54327,1.89766,1,-0.0837964,0,36.9754,0.152126,-1.13348,-1,0.0838861,0.467511
165617,79973412,34.6523,1.3782,1.24272,-1,-0.0668309,0,52.8462,0.312809,-1.04249,1,0.0877224,1.22455
165617,80814088,81.3901,-1.16551,1.35954,1,-0.0662599,0,22.0194,0.555207,-0.0676629,-1,0.0468716,0
165617,80818144,34.279,1.23807,-1.13711,-1,0.084502,0,45.1914,0.162264,1.89037,1,-0.0835098,0.305082
165617,81817491,23.6326,-1.93358,-0.459542,-1,0.0614276,0,27.3545,0.412957,2.31862,1,-0.0811111,0
165617,81858428,39.9829,0.804227,-2.95039,1,-0.0217294,0,42.5688,0.66544,0.184146,-1,0.0241943,1.05526
165617,81017783,58.918,0.711096,0.921048,1,-0.0345229,0,53.6104,0.68706,2.81781,-1,-0.0586886,0
165617,81105567,48.8868,1.57335,-2.31717,1,0.0246476,0,38.8108,1.09646,0.566041,-1,-0.00701659,0.174155
165617,83356555,49.3025,-1.1748,-0.249464,1,0.0491173,0,34.8365,-0.207511,-2.94449,-1,-0.0153195,0
165617,83438756,36.2727,1.4845,1.31171,1,-0.0659131,0,30.6754,-0.19399,-2.1675,-1,0.041855,0
165617,82030579,84.6196,-2.3201,-2.95721,-1,-0.0227203,0,15.6229,-0.942711,-0.3584,1,0.0598265,0
165617,83323926,61.7409,-2.1412,0.36893,1,0.00886431,1.08803,10.8448,-0.790169,-2.01578,-1,0.0445081,17.8875
165617,82529512,41.654,-1.77257,1.2091,1,-0.058114,0.495744,39.5703,-0.711875,-1.96113,-1,0.054925,0.292027
165617,82580550,15.7847,-1.58126,2.19511,1,-0.0839372,0.324527,18.1249,0.868081,-0.88831,-1,0.0799984,0
165617,82861696,41.6524,-0.954157,0.690433,-1,-0.0255719,0,22.6828,0.867045,-1.70934,1,0.0721157,0
165617,83069616,44.9154,1.47322,-0.618809,-1,0.0714659,3.2446,48.6061,1.20433,2.53754,1,-0.071203,0.729455
165617,82592490,43.9286,1.77467,0.973389,1,-0.0448411,0,32.0299,0.473253,-2.10141,-1,0.0481795,0
165617,84766319,59.1255,1.63634,-0.325716,-1,0.0614025,0.531976,21.9183,-0.410594,-1.2651,1,0.0855233,0
165617,83730922,63.0593,-1.56333,1.07579,1,-0.0493773,0,56.482,-0.973924,2.67825,-1,-0.0685887,0
165617,84304930,32.739,0.120703,-1.16842,1,0.0840045,0.28038,32.754,-0.171132,1.68271,-1,-0.0804547,0.910747
165617,84489925,51.6741,0.751759,-0.665522,-1,0.0762543,0.401211,40.3531,-0.420433,1.24768,1,-0.0599954,0.478313
165617,84881310,31.7875,1.16389,-0.0460277,1,0.0364634,0,34.8394,-0.129111,-2.98273,-1,-0.0225147,0.690365
165617,84080976,32.6255,-1.79986,0.339756,-1,0.00768593,0,39.422,-0.381503,-2.49583,1,0.0179309,0
165617,83748650,42.5759,0.479841,-2.56283,-1,0.0139646,0,38.7566,-0.511514,0.624512,1,-0.0171153,1.75073
165617,83876138,29.1209,-2.0181,-2.09778,-1,0.0477983,0,120.641,-1.809,-0.278543,1,0.0548597,0
165617,85319780,36.0943,-1.66694,-2.6043,1,0.00845774,0,27.8715,0.150469,0.36772,-1,0.00924255,0
165617,86156442,32.0138,-0.00285714,-1.52848,1,0.0762314,0,44.6946,-0.367813,1.70337,-1,-0.0814606,0
165617,86514419,59.832,1.15931,1.89006,-1,-0.0848995,0,30.5846,0.633889,-1.46641,1,0.0788194,5.47271
165617,86482956,32.6965,1.31902,0.475389,-1,-0.00503219,25.6485,14.51,-0.923885,-1.81439,1,0.0695105,4.57439
165617,86959904,42.0644,0.0819353,-2.34768,-1,0.0300994,0,54.7752,0.144174,1.25426,1,-0.0631259,0
165617,86734124,45.0781,1.15241,0.221494,1,0.0202258,0,40.9356,0.530294,-2.94635,-1,-0.0244208,0
165617,87266364,40.5605,1.34307,2.25599,-1,-0.0852409,0,47.114,0.796724,-0.879154,1,0.0834478,0.740692
165617,87430095,39.9836,-0.577121,-1.36389,1,0.0821055,0,59.3003,-0.50992,1.79279,-1,-0.083638,0
165617,87200730,43.7539,-1.24578,-2.50784,1,0.0152228,1.03818,61.5651,-0.406464,1.96437,-1,-0.0847848,0
165617,86803130,32.2769,-1.91822,-1.2599,-1,0.0836823,0,14.8962,0.729613,2.21929,1,-0.0831937,0
165617,88746292,27.9459,-1.59314,-0.639274,1,0.0807979,0,37.2085,0.0773307,2.55865,-1,-0.077318,0
165617,88312602,25.0752,1.8605,-2.80718,1,-0.00897042,0,25.3106,-0.53339,0.40862,-1,0.00358493,0
165617,87823648,36.5611,-1.22296,0.653464,-1,-0.013159,0,38.116,0.0974188,-2.56943,1,0.00698198,0
165617,89046271,21.3686,-1.29704,-1.1835,-1,0.0853263,0,31.975,0.914696,1.5169,1,-0.0773707,0
165617,88187556,36.5928,1.46237,2.42365,-1,-0.0744208,0,31.2746,-0.191498,-0.724497,1,0.0738396,0.442719
165617,88552415,39.3006,-2.01333,-0.37113,1,0.0620535,0.692631,50.9141,-2.39566,2.81336,-1,-0.0560058,0
165617,89033346,35.6053,1.84826,2.22056,-1,-0.0804067,0,36.0986,0.398645,-0.52829,1,0.06672,0
165617,90042419,35.6125,0.968869,-0.458433,1,0.0634252,0,37.2996,-0.385545,2.43289,-1,-0.077736,0
165617,90471730,23.4601,-1.31999,-2.62668,-1,0.00284167,0,19.6337,1.47211,0.295924,1,0.0152001,0
165617,89580278,28.7069,-1.43284,2.02542,-1,-0.0865502,0,26.069,0.723918,-0.914884,1,0.0820238,0
165617,90802483,42.2101,1.92072,-0.165228,-1,0.0475366,0,34.4621,0.700014,-3.11737,1,-0.0334436,0
165617,89350404,15.5846,-1.7143,-1.17528,-1,0.0826281,0.890477,13.821,1.93991,2.08202,1,-0.0912022,0.783458
165617,89814942,48.5624,-0.383284,-0.604037,1,0.0751237,0,44.1083,-0.402234,2.49353,-1,-0.0727289,0
165617,90816981,33.8361,1.05977,-1.22196,-1,0.0802299,0,30.9095,-0.676174,2.33402,1,-0.0780696,0
165617,89724685,41.9413,-0.515111,-0.610762,1,0.0738065,0,36.7067,0.606698,2.19819,-1,-0.081588,0
165617,89987026,38.8432,1.41999,0.985813,-1,-0.0413021,0.948939,35.646,0.0457769,-2.67799,1,-0.000664812,0
165617,91429092,52.3447,-1.23889,-0.963288,-1,0.0871812,2.41299,48.3122,-0.71493,1.19898,1,-0.0488536,0
165617,91929604,8.13566,-1.89474,-0.349677,-1,0.0582892,0,60.0878,0.961137,-1.57996,1,0.0790094,0
165617,91419180,38.3471,1.30657,-2.52471,1,0.0123172,0,44.8858,0.957488,0.495851,-1,-0.00352775,0.303862
165617,91196287,45.3059,-0.768773,-3.02136,1,-0.0354667,0.700228,50.5555,-0.805206,0.143079,-1,0.0298004,0
165617,91763863,47.7305,-1.2624,-1.94361,-1,0.0537421,0,46.5166,-0.635468,0.543433,1,-0.00653607,0
165617,92737422,25.3668,-1.15379,1.28403,-1,-0.0607265,0.444587,26.3059,0.971522,-1.8946,1,0.0611149,0.345817
165617,92729755,46.6664,0.909438,-1.5333,1,0.0742023,0,37.4955,-0.0270901,1.75119,-1,-0.077928,0
165617,93156819,34.8994,-1.44337,1.28971,-1,-0.0668656,0,25.5916,0.342651,-1.98758,1,0.0587532,7.53115
165617,93760539,38.2069,0.985133,1.64667,-1,-0.0783563,0,39.9192,0.0550311,-1.52947,1,0.0759211,0
165617,93768230,33.0067,-0.305384,3.11592,1,-0.0405782,0,61.9454,0.61531,-1.07966,-1,0.0817922,0
165617,93050505,46.9089,0.948238,-2.10005,1,0.0480405,0,42.8589,1.19349,0.953709,-1,-0.0398785,0
165617,93671923,43.1575,1.32932,-2.44762,1,0.0209521,0,22.0818,-0.65544,0.143728,-1,0.0294106,0
165617,92940453,40.6143,-0.917706,3.02261,-1,-0.0510539,0,42.5745,0.00711591,-0.00552233,1,0.0419778,0.684831
165617,93600173,41.9256,1.21375,-2.38047,1,0.0242168,0,41.2893,0.30103,0.798706,-1,-0.0291462,0
165617,92765609,34.2647,-0.460192,-2.51932,1,0.0186816,3.24867,25.847,-0.888291,0.950129,-1,-0.0437861,1.43529
165617,93253617,36.0513,1.06619,1.25279,1,-0.0626737,0,41.5931,0.0845485,-1.69633,-1,0.0710031,0
165617,94738065,26.48,1.62247,-2.77655,1,-0.00904697,0,34.7637,-0.0593224,0.517833,-1,-0.00392943,0
165617,94212340,14.9992,1.6421,2.43626,-1,-0.33971,0,22.7487,-0.722515,-0.262558,-1,0.0580952,2.32249
165617,94656901,25.5787,1.74199,1.95047,-1,-0.085669,0,24.1082,-0.741548,-1.03016,1,0.085398,0.371527
165617,94715502,41.5837,2.05526,-1.07188,-1,0.0845283,0,70.9622,1.8537,1.00101,1,-0.0463391,0.406264
165617,94638567,49.4547,0.71226,-2.22688,-1,0.038262,0,41.9698,0.481094,1.33756,1,-0.0644806,0
165617,95149152,43.0961,1.42371,-1.7286,-1,0.0713267,0,38.6182,0.433006,1.3661,1,-0.0708588,0
165617,96566514,32.8763,-1.5623,-2.82266,1,-0.00986877,0,33.7571,-0.182631,0.755748,-1,-0.0247628,0.740638
165617,96056910,92.9454,-1.68537,1.65243,-1,-0.0830002,0,29.207,-1.90358,-0.475681,1,0.0689711,1.08719
165617,96232427,25.6282,1.84617,0.637973,-1,-0.0124447,0.533954,23.4517,-0.598544,-2.96071,1,-0.0265925,0.534749
165617,95850788,38.333,1.05081,-0.814639,1,0.082254,0.446191,44.4123,-0.0509411,2.16171,-1,-0.0819186,0
165617,96617300,37.1573,-1.74026,2.90865,1,-0.0584831,1.6824,54.5414,-1.68911,-0.110828,-1,0.0444222,0
165617,96698180,39.1483,0.424066,-1.61719,-1,0.0779181,0,49.1125,0.739697,1.58796,1,-0.0783023,0
165617,96045076,33.4153,-1.78072,1.03056,-1,-0.0457923,0,82.9607,-1.35669,-0.716663,1,0.0772097,0
165617,96323396,27.908,-2.15108,1.54517,-1,-0.0769348,0,27.6733,-0.289132,-1.65658,1,0.0754596,0
165617,96059264,43.1225,-0.79804,-2.50176,-1,0.0140336,0,45.5645,-0.62054,0.676071,1,-0.0184525,0
165617,96321008,33.2446,-1.2519,-1.67296,-1,0.0707424,0,42.6258,0.0550378,1.84352,1,-0.0851661,3.03987
165617,95440807,36.1148,-1.12109,-1.8563,-1,0.0639623,0,43.5828,0.0349764,1.76621,1,-0.0844889,0
165617,96436455,35.1782,-2.31814,1.75554,-1,-0.0701583,0,29.4679,-0.5868,-1.13918,1,0.0813828,0
165617,96554567,51.1019,1.68795,1.61708,-1,-0.0815948,0,37.305,1.21132,-1.57804,1,0.0795801,0
165617,96375401,21.9996,1.17629,2.17639,1,-0.0834327,184.728,33.9558,0.0720429,-0.911815,1,0.080782,112.796
165617,96836865,29.8159,0.84016,1.04732,1,-0.0503084,0,32.3524,-0.904183,-1.84959,-1,0.060581,0.254608
165617,98345399,35.2359,0.479139,0.461837,1,-0.00453731,0,38.5104,-0.867957,-2.81361,-1,-0.00797118,0
165617,98368497,49.4611,-1.55367,2.54115,1,-0.0713841,0,45.987,-1.66364,-0.613919,-1,0.0696309,0.673197
165617,97423613,46.2401,-0.938631,1.32356,-1,-0.0627382,1.69685,44.4654,-0.442766,-1.76381,1,0.0664207,0
165617,98160843,42.5204,-2.0986,-2.27877,-1,0.0300768,0,44.9592,-1.73192,0.764881,1,-0.0226614,0
165617,97535456,32.5772,-2.18069,-1.45193,-1,0.0823152,1.06105,33.9377,-0.583158,1.68493,1,-0.0779514,0
165617,97682592,38.5366,-1.20494,-0.108794,-1,0.0453378,0,39.2787,-0.211109,3.0173,1,-0.047774,0
165617,98786378,45.4068,1.45611,-1.34794,1,0.0843737,0.410472,45.2303,1.48192,1.69202,-1,-0.0805433,0
165617,99100282,21.6905,-1.32591,-2.89563,-1,-0.021316,0,35.8183,0.924469,-0.28518,1,0.0593057,0
165617,98915571,38.9443,0.620627,-1.13349,1,0.0859464,0,32.6874,-0.73691,1.89892,-1,-0.0843033,0
165617,99088195,55.6163,-0.724474,0.500118,-1,-0.00446176,0,44.049,-0.882235,-1.53372,1,0.0793861,0
165617,99362523,45.3637,1.76022,-2.49846,1,0.0132898,0,17.7054,-0.289224,0.406681,-1,0.00479825,0
165617,98835374,47.6006,1.17821,-1.22451,-1,0.0833156,0,42.4231,0.606351,2.07465,1,-0.0845125,0
165617,98981261,25.9362,0.453914,-2.91901,1,-0.0200556,42.2536,112.925,0.51428,0.362464,-1,0.00168175,0
165617,98552684,14.4195,-1.86575,-1.76927,-1,0.0703332,2.83388,21.0152,0.904372,2.22577,1,-0.0804188,12.8103
165617,99738655,39.9846,0.257627,-2.99843,-1,-0.0229119,0.360817,51.6401,0.6613,0.0495595,1,0.0316504,0
165617,99262600,28.8542,1.13164,2.41361,1,-0.0812618,0,34.5039,-0.834378,-0.630301,-1,0.0753765,0.793929
165617,99919088,26.1085,-2.24032,-1.41862,1,0.0821485,0,25.3955,0.154529,1.56637,-1,-0.0754012,0.294126
165617,100343842,39.6557,-0.941722,0.109819,1,0.031012,0,47.5102,-0.284717,-3.05247,-1,-0.0345148,0.363198
165617,100192742,37.7222,1.74101,-1.50097,1,0.0823004,0,47.9873,1.01537,1.50732,-1,-0.0762462,0.777782
165617,100684230,37.9346,-1.32065,-1.28253,1,0.0872979,2.25102,49.0202,-1.13744,2.09926,-1,-0.0857466,0.797198
165617,100443703,30.0434,1.36476,0.2518,1,-0.00946568,5.80943,17.795,-0.400875,2.70713,-1,-0.0651639,40.9454
165617,101079775,55.7271,0.460683,-2.88027,1,-0.0196519,0,39.1462,0.696595,0.670413,-1,-0.0188553,0.513147
165617,100482497,45.057,0.530538,-1.08036,1,0.0838426,0,38.9442,-0.220217,1.95407,-1,-0.0841438,0
165617,100560809,33.5341,2.06711,2.31957,-1,-0.0837057,0,31.4574,0.278714,-0.759857,1,0.0796587,0
165617,102020658,18.2426,-2.01305,3.10785,-1,-0.0472859,0,122.468,-1.63886,-0.0132952,1,0.0402647,0
165617,102334642,32.9528,1.84749,2.6545,1,-0.0689977,0,50.7468,0.794208,0.0432591,-1,0.0317825,0
165617,102600278,20.9394,-1.57076,-0.192385,1,0.0952382,2.41891,15.1553,1.18901,3.11853,-1,-0.0573646,6.47446
165617,101897006,39.4802,-1.22974,0.409104,1,-0.0077094,0,44.7287,-0.574502,3.10852,-1,-0.0421991,1.071
165617,101644357,49.2486,0.611376,-1.5655,-1,0.0791588,0.791782,38.4765,-0.0179233,1.71759,1,-0.0838084,0
165617,102646252,46.5182,1.20365,0.475065,-1,-0.0041501,2.26079,42.3848,0.815116,-2.74727,1,-0.00371137,0
165617,104110755,42.3563,0.917583,0.142207,-1,0.0258774,0,45.781,0.533629,-2.56039,1,0.0128525,0
165617,104292105,55.278,-2.01038,-1.50929,1,0.0796118,0,48.8353,-1.56834,2.80618,-1,-0.0595999,0
165617,103550320,40.4691,-1.15513,1.99696,1,-0.0870337,0,36.4243,0.00519993,-1.20207,-1,0.0859448,0
165617,103081484,32.81,-1.2836,0.0722432,-1,0.0344766,1.22459,40.7871,0.186738,2.63697,1,-0.0714211,0
165617,104554775,47.1956,1.02116,-0.920646,1,0.0819149,1.46242,45.3242,1.02155,2.32342,-1,-0.0819618,1.33612
165617,103393052,46.3998,-1.81702,-0.20791,-1,0.0513467,0,39.4256,-1.29153,2.99409,1,-0.0518536,0
165617,104396825,44.1544,-2.04946,-2.15811,1,0.040847,0,41.9237,-2.03279,0.802745,-1,-0.0269787,0
165617,105526787,48.8665,-1.28923,-3.08909,-1,-0.0348745,0,43.2565,-1.27052,-0.205881,1,0.0523847,0
165617,105598819,43.2665,1.10031,-1.03389,1,0.0912956,0.538537,38.227,0.00185287,2.02826,-1,-0.0886457,0
165617,105963293,38.4614,-1.39093,-2.57762,1,0.0115591,0.384667,42.5556,-0.309611,0.460128,-1,-0.000816998,0.174778
165617,106101193,11.3423,-1.59638,0.473072,1,-0.00589372,0.277776,20.4478,1.94666,-2.80292,-1,-0.0135029,0
165617,105056667,15.0778,-1.45866,-0.665469,1,0.075135,0,23.2368,1.6773,2.41,-1,-0.0780877,1.20389
165617,104730772,36.2004,1.48927,0.435483,-1,0.00260361,1.39587,11.9339,-0.647613,-2.17585,-1,0.0349352,2.55313
165617,104615069,54.8364,-0.130148,-1.94013,1,0.0571837,0,35.4694,0.379168,0.616102,-1,-0.0146603,0
165617,105963981,23.9423,-1.53296,-0.00147082,1,0.0408305,0,22.7571,1.07389,-3.12639,-1,-0.0352202,0
165617,104581588,29.1701,1.32612,-1.10258,1,0.0838829,0,41.8293,-0.453886,0.884201,-1,-0.0374759,0
165617,105125692,18.4976,1.63868,-2.72406,1,-0.0141358,14.1498,44.5816,-0.657913,0.68545,-1,-0.0179866,0
165617,106969475,34.7025,-0.388359,-1.60601,-1,0.0708989,0,55.6976,0.156351,1.49111,1,-0.0729916,0
165617,106643970,13.0397,-0.995755,-1.31196,-1,0.0851696,19.6748,22.7426,1.51702,1.82498,1,-0.079962,4.47861
165617,107448170,16.3426,-2.22904,-1.80489,-1,0.0537691,8.91419,5.53986,1.45643,1.32615,1,-0.0538242,12.7431
165617,106617185,17.2939,-1.20519,0.737273,1,-0.0289526,0.656283,31.9684,0.256917,-2.25683,1,0.0337112,2.65718
165617,107153936,45.981,-1.81366,2.78102,1,-0.0606923,0,44.9232,-1.51197,-0.374257,-1,0.0634202,4.47592
165617,108805258,41.8744,0.264528,-1.57538,1,0.0746791,0,47.9064,0.662186,1.63542,-1,-0.0780937,0
165617,108817206,48.0057,-1.31103,-2.43577,-1,0.0176216,0.558555,39.2828,-0.664832,0.575897,1,-0.00803875,0
165617,108150955,52.3378,-0.0858347,2.12116,1,-0.0850509,4.56493,70.8117,-0.892911,-2.87392,-1,-0.0172331,0
165617,108885285,50.4386,-1.78354,-0.360974,-1,0.0623815,0,36.7675,-1.41072,2.45347,1,-0.0802516,0
165617,108422889,41.6645,-1.18475,-3.08029,-1,-0.0321953,0,40.3028,-0.299297,0.107082,1,0.0258482,1.52883
165617,108829569,34.0058,-1.89397,2.68193,1,-0.0675945,0,50.4616,-0.697187,0.178536,-1,0.025115,0
165617,108506151,19.7501,-1.36241,-3.12643,1,-0.0373328,11.2991,17.4177,0.944988,0.00580988,-1,0.0324657,14.161
165617,108935584,45.5439,-1.23225,2.84648,1,-0.0598319,0,30.1441,0.141144,-0.607497,-1,0.0756893,0
165617,109972750,54.9275,1.2417,-3.07526,-1,-0.0302587,0,37.2468,0.710208,-0.364432,1,0.0615009,0.202891
165617,109878328,35.1285,-0.926045,1.36066,-1,-0.0683252,0.244255,30.3769,0.712426,-1.7506,1,0.0682817,2.32078
165617,109483350,41.5088,1.19932,-1.74639,-1,0.0713273,0.534375,31.2159,-0.15256,1.55343,1,-0.0793078,0
165617,109605222,78.8514,-0.664011,-1.96986,1,0.0563412,0,40.7816,-0.296263,1.79663,-1,-0.0840119,0
165617,109908561,48.2754,0.827045,0.594116,-1,-0.0160245,0,32.7581,0.47827,-2.75522,1,-0.000991367,1.61745
165617,109440059,43.5207,-2.01674,1.07008,-1,-0.0531018,0,44.7002,-1.65064,-2.11017,1,0.0475502,0
165617,109654027,39.7445,-0.962309,2.80951,1,-0.0650198,7.53493,24.8923,0.0911504,-0.399565,1,0.062027,27.6101
165617,110591371,41.2969,-0.548805,2.14483,1,-0.086032,0,48.5767,-0.919135,-0.92922,-1,0.0842587,0
165617,109778413,32.7797,1.38633,2.01271,-1,-0.0889205,0,22.6371,-0.896964,-1.33051,1,0.0884938,0
165617,109726436,21.0282,-1.16913,2.08935,-1,-0.0824904,0.657205,35.2298,0.764096,-1.62816,1,0.0727127,0
165617,109959807,40.0517,0.0200597,-0.310082,-1,0.0552803,0,41.7347,-0.916194,3.00194,1,-0.0495679,0
165617,109695345,42.2103,1.27364,0.725178,-1,-0.0223217,0,43.2172,0.509002,-2.54416,1,0.0115051,0.426643
165617,109396448,35.9781,-1.0173,1.35119,-1,-0.0737114,0,80.8275,-0.870802,-2.64358,1,0.00925492,0
165617,109883144,48.1832,-0.084273,-2.6707,1,0.00608912,0,45.3547,0.228513,-0.072203,-1,0.040582,0
165617,111731241,37.3447,0.639203,2.92788,-1,-0.0501669,0,36.4931,-0.853741,-0.240776,1,0.0514123,0
165617,110773794,21.9087,-1.88594,1.47295,-1,-0.0675272,0,34.4991,0.482668,-2.28171,1,0.0319776,0
165617,112020371,51.412,1.07135,-1.77461,-1,0.0670931,0.441062,38.498,0.486529,0.949592,1,-0.0388192,0
165617,111063250,51.5222,-1.23698,-1.09731,1,0.086148,0,41.7078,-0.892273,1.81254,-1,-0.083616,0
165617,111741102,22.3235,-1.32548,0.547977,1,-0.0121674,0,20.7125,1.44768,-2.52243,-1,0.0168486,0
165617,111726149,36.0542,-1.07716,2.35352,1,-0.0784082,0.389663,33.3866,0.477828,-0.707701,-1,0.0758018,0.162871
165617,111633989,29.5893,-2.17695,1.20255,-1,-0.0588423,0,28.6844,0.164974,-2.03248,1,0.0523682,0
165617,111081993,30.5294,-0.868358,1.28386,-1,-0.0644465,0,30.1767,0.997296,-1.76443,1,0.0686485,0.740537
165617,111365401,39.8265,-0.809698,2.93597,-1,-0.0554408,2.91675,37.7396,0.442227,-0.584825,1,0.0758578,2.88447
165617,113625025,46.752,-0.571725,-0.339407,1,0.0596752,0,44.8388,-0.82412,2.82436,-1,-0.0581436,0.480311
165617,113715929,35.5514,1.82264,-2.97522,1,-0.0279982,0,32.619,0.241487,-0.0119629,-1,0.0395552,0
165617,113632012,44.0474,1.3532,-0.486911,1,0.0668949,0,45.6196,1.32793,2.53188,-1,-0.0740244,0
165617,113056855,26.1068,-1.05757,0.460291,-1,-0.000947347,4.37529,82.5483,-0.270898,-2.70114,-1,-0.003302,0
165617,112706242,32.7386,-1.31623,2.10882,-1,-0.088618,0,41.117,-0.609103,-1.28571,1,0.0879139,0
165617,113591298,24.0771,-2.12958,0.00428494,1,0.0323084,0,20.9021,0.61048,-3.13102,-1,-0.0370901,0
165617,112414238,41.6524,-2.25879,2.28048,1,-0.0811799,0,49.1868,-1.32154,0.0749457,-1,0.0325339,1.18221
165617,113050907,29.5317,2.07529,1.0079,-1,-0.0424471,0,24.5676,-0.0847882,-2.41452,1,0.0204461,0
165617,114540901,15.863,-1.8621,-2.27994,-1,0.0328365,0,46.4816,0.392665,1.4705,1,-0.0720982,0
165617,114344424,13.8471,-1.48875,-2.84309,-1,-0.0144089,0,14.7322,2.02563,0.169723,1,0.0248452,0.375327
165617,114570160,49.0051,-1.02606,-2.34382,-1,0.0285073,0,39.9855,-0.69703,0.757446,1,-0.02849,0
165617,114205501,24.4904,1.65999,-1.01785,-1,0.0813794,0,26.6626,-0.711964,1.84589,1,-0.0777338,0.22061
165617,114160791,142.035,-0.479245,-0.974698,-1,0.0807125,0,45.8664,-0.564525,0.252718,1,0.0122751,0
165617,113949840,35.3066,-1.34516,-0.687266,-1,0.0758271,0,18.3228,0.326528,2.4425,1,-0.066436,13.3686
165617,114376850,33.197,1.5264,1.14171,1,-0.0568857,0,47.0694,0.404828,-2.17356,-1,0.0410029,4.28108
165617,115751208,42.599,-0.693762,-0.542318,1,0.0741203,0,38.8241,0.0975191,2.57087,-1,-0.0772358,0
165617,115887290,61.5779,-2.009,-3.13506,1,-0.0292852,0,35.0092,-1.44841,-0.716966,-1,0.0756325,0
165617,115582832,36.3929,-1.05184,-3.05736,1,-0.0336439,0,31.6997,0.524011,0.0359728,-1,0.0410669,0
165617,116433496,47.2575,-0.944666,-1.79685,-1,0.0831676,22.9103,35.7149,-0.747637,1.32311,-1,-0.0662382,34.8291
165617,115601203,51.3917,0.0563132,-0.566928,-1,0.071583,0,43.5578,-0.188366,2.80037,1,-0.0586388,0
165617,115994015,38.3466,-1.57397,2.60488,-1,-0.0696077,0,42.1733,-0.628653,-0.5182,1,0.0695043,0
165617,116163982,66.2826,1.18399,-1.3628,-1,0.0842837,0,32.389,1.16642,1.83791,1,-0.0848401,0
165617,117234780,37.9187,1.94669,0.181184,1,0.0219263,0,20.031,-0.227767,3.12878,-1,-0.0368879,0
