Run,Event,Type1,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,Type2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
165617,77459740,G,94.7912,-15.0862,49.4345,-79.4607,51.6437,-1.21533,1.867,-1,G,64.6784,24.7125,-33.5554,-49.4632,42.5626,-1.00762,-0.936155,1,92.002
165617,76405662,G,51.9214,-2.50711,-42.0474,-30.357,42.4714,-0.669585,-1.63027,-1,G,69.9022,9.91833,44.394,-53.0764,45.5961,-0.994442,1.35097,1,88.4274
165617,76583723,G,45.6237,-1.78013,-35.2581,28.9,34.5104,0.747187,-1.62103,1,G,41.1406,7.15528,32.1415,-24.663,32.8544,-0.692234,1.35173,-1,86.4378
165617,76179155,G,162.538,23.2432,-39.1325,-156.036,45.0624,-1.94588,-1.03474,1,G,121.412,-20.4155,36.9534,-113.835,42.3556,-1.7178,2.07554,-1,88.2308
165617,75954345,G,45.1733,11.7891,-31.2908,30.373,33.5015,0.815032,-1.21045,-1,G,45.6702,-13.0934,36.9828,-23.3794,39.1855,-0.565235,1.91108,1,90.3855
165617,78956967,G,43.9642,-10.5427,-6.50201,-42.1831,12.3659,-1.93901,-2.58857,1,G,27.0714,14.3234,16.6684,15.8067,22.0062,0.668323,0.860916,-1,65.059
165617,77629816,G,179.058,9.65251,-42.7531,173.611,43.2404,2.08525,-1.34888,-1,G,25.2964,-11.1414,21.043,8.54154,23.7645,0.35146,2.05774,1,90.0424
165617,78897689,G,48.4662,-30.2956,-26.9427,26.5561,40.5248,0.615439,-2.4147,1,G,61.149,55.2413,7.51048,25.1233,55.711,0.436671,0.135126,-1,91.3501
165617,78700766,G,76.5641,32.5534,-21.4829,-65.8848,38.9949,-1.29575,-0.583314,-1,G,44.5368,-39.835,-19.9148,-0.295995,44.4981,-0.00672403,-2.67799,1,92.297
165617,78348203,G,47.4651,-11.7272,23.3448,-39.6285,26.0628,-1.20413,2.03631,1,G,49.8782,37.7018,-20.7823,25.1893,42.9983,0.555942,-0.503798,-1,92.6606
165617,78814907,G,52.3586,4.18259,26.1486,-45.1682,26.4557,-1.30362,1.41215,-1,G,40.9463,-3.09823,-24.7592,32.4649,24.8115,1.07914,-1.69518,1,92.4192
165617,78974110,G,101.03,10.5102,40.2279,92.0779,41.4411,1.53572,1.31532,1,G,43.9774,-10.5917,-37.4517,20.474,38.8605,0.504138,-1.84642,-1,91.3868
165617,80578768,G,76.7571,-23.526,-25.4336,68.4931,34.615,1.43328,-2.31728,-1,G,81.3113,40.7351,31.1326,63.1105,51.6188,1.03587,0.652549,1,85.6592
165617,80456027,G,75.346,-16.2572,35.2965,64.5513,38.8825,1.28097,2.00244,1,G,116.638,7.92868,-50.0731,105.044,50.7055,1.47539,-1.41378,-1,88.3606
165617,79285182,G,110.446,37.6224,26.1189,-100.502,46.8549,-1.5274,0.606702,1,G,38.6064,-19.668,-28.9268,-16.3355,34.9581,-0.451483,-2.16793,-1,90.7488
165617,79848134,G,92.0348,39.3377,43.5572,-70.8922,58.6877,-1.02126,0.836241,1,G,48.8941,-42.1179,17.7956,-17.3212,45.7553,-0.370298,2.74182,-1,91.1452
165617,79997894,G,88.9287,-11.6691,34.4215,81.1621,36.4199,1.54327,1.89766,1,G,37.4614,15.6847,-33.5463,5.65527,36.9754,0.152126,-1.13348,-1,91.7621
165617,79973412,G,73.3492,11.2009,32.9087,64.5883,34.6523,1.3782,1.24272,-1,G,54.7471,26.3028,-45.0577,16.5889,52.8462,0.312809,-1.04249,1,90.9109
165617,80814088,G,143.802,17.1354,79.8937,-118.332,81.3901,-1.16551,1.35954,1,G,25.6724,22.1159,-1.49711,12.9502,22.0194,0.555207,-0.0676629,-1,99.6476
165617,80818144,G,64.1704,14.4233,-31.1474,54.2184,34.279,1.23807,-1.13711,-1,G,45.7392,-14.1825,42.8576,7.35835,45.1914,0.162264,1.89037,1,90.2842
165617,81817491,G,83.6237,21.2357,-10.5074,-80.197,23.6326,-1.93358,-0.459542,-1,G,29.9915,-18.7711,20.2394,11.7258,27.3545,0.412957,2.31862,1,90.1073
165617,81858428,G,53.6415,-39.266,-7.60057,35.7465,39.9829,0.804227,-2.95039,1,G,52.4013,41.8933,7.80363,30.495,42.5688,0.66544,0.184146,-1,82.7659
165617,81017783,G,74.4522,35.6481,46.9172,45.5094,58.918,0.711096,0.921048,1,G,66.7788,-50.8257,17.0568,39.8147,53.6104,0.68706,2.81781,-1,91.3398
165617,81105567,G,124.671,-33.6592,-36.3869,114.394,48.8868,1.57335,-2.31717,1,G,64.7214,32.8339,20.8634,51.7253,38.8108,1.09646,0.566041,-1,89.6233
165617,83356555,G,87.0095,47.5501,-12.1126,-71.8534,49.3025,-1.1748,-0.249464,1,G,35.6287,-34.199,-6.82932,-7.29263,34.8365,-0.207511,-2.94449,-1,90.7689
165617,82790330,G,109.572,14.7906,14.9655,107.533,21.6178,2.33393,0.791533,-1,G,29.9938,-27.0838,-12.8749,-0.567939,29.842,-0.0189237,-2.69779,1,88.7788
165617,83438756,G,84.2546,9.30518,35.1076,76.0243,36.2727,1.4845,1.31171,1,G,31.2949,-17.2593,-25.4072,-5.99582,30.6754,-0.19399,-2.1675,-1,91.0513
165617,81959107,G,56.262,-35.7615,-9.40326,42.4039,37.0927,0.981519,-2.88446,-1,G,143.56,26.1679,4.81712,141.072,24.0232,2.37135,0.18344,1,78.4352
165617,82030579,G,420.517,-80.4695,-14.9972,-412.473,84.6196,-2.3201,-2.95721,-1,G,23.1247,14.6485,-5.487,-17.0309,15.6229,-0.942711,-0.3584,1,87.132
165617,83323926,G,268.913,58.1467,22.4763,-261.587,61.7409,-2.1412,0.36893,1,G,14.4857,-4.69109,-9.83986,-9.53916,10.8448,-0.790169,-2.01578,-1,61.547
165617,82529512,G,125.75,14.6938,38.8413,-118.695,41.654,-1.77257,1.2091,1,G,49.8999,-15.0193,-36.5012,-30.5298,39.5703,-0.711875,-1.96113,-1,92.6242
165617,82580550,G,39.7929,-9.18315,12.7428,-36.5617,15.7847,-1.58126,2.19511,1,G,25.3933,11.4308,-14.0642,17.786,18.1249,0.868081,-0.88831,-1,62.3692
165617,82861696,G,61.9876,32.0563,26.4793,-45.9749,41.6524,-0.954157,0.690433,-1,G,31.8319,-3.14144,-22.5197,22.2768,22.6828,0.867045,-1.70934,1,85.9579
165617,83069616,G,101.771,36.1042,-25.717,91.6098,44.9154,1.47322,-0.618809,-1,G,88.5117,-40.0878,27.665,73.9048,48.6061,1.20433,2.53754,1,93.7687
165617,82592490,G,133.483,24.7472,36.3725,126.025,43.9286,1.77467,0.973389,1,G,35.7172,-16.2236,-27.6504,15.7466,32.0299,0.473253,-2.10141,-1,91.5467
165617,84766319,G,157.8,56.095,-18.9425,146.272,59.1255,1.63634,-0.325716,-1,G,23.7457,6.58517,-20.8607,-9.23664,21.9183,-0.410594,-1.2651,1,93.0978
165617,83730922,G,155.734,29.6721,54.9776,-142.654,63.0593,-1.56333,1.07579,1,G,88.3111,-52.2175,26.0809,-66.2719,56.482,-0.973924,2.67825,-1,93.9644
165617,84304930,G,32.8509,12.7719,-30.0079,3.9468,32.739,0.120703,-1.16842,1,G,33.263,-3.66197,32.5759,-5.64075,32.754,-0.171132,1.68271,-1,65.4109
165617,84489925,G,66.5786,40.4021,-31.7174,42.3601,51.6741,0.751759,-0.665522,-1,G,44.0846,12.8463,38.362,-17.5151,40.3531,-0.420433,1.24768,1,93.539
165617,84881310,G,56.0437,31.8533,-1.46779,46.0879,31.7875,1.16389,-0.0460277,1,G,35.1217,-34.3923,-5.50946,-4.50966,34.8394,-0.129111,-2.98273,-1,80.7914
165617,84080976,G,101.479,30.7929,10.8849,-96.0795,32.6255,-1.79986,0.339756,-1,G,42.3716,-31.5181,-23.7498,-15.4238,39.422,-0.381503,-2.49583,1,89.9663
165617,83748650,G,47.9062,-35.8909,-23.4542,21.3713,42.5759,0.479841,-2.56283,-1,G,43.8756,31.3954,22.6285,-20.6721,38.7566,-0.511514,0.624512,1,91.6652
165617,83876138,G,111.61,-14.6614,-25.1973,-107.736,29.1209,-2.0181,-2.09778,-1,G,373.359,114.537,-32.7468,-353.844,120.641,-1.809,-0.278543,1,93.8422
165617,85319780,G,98.915,-30.9837,-18.4604,-92.1053,36.0943,-1.66694,-2.6043,1,G,28.1684,25.9906,10.014,4.20227,27.8715,0.150469,0.36772,-1,91.2523
165617,86156442,G,31.9914,1.35371,-31.9625,-0.0925739,32.0138,-0.00285714,-1.52848,1,G,47.7318,-5.9056,44.2834,-16.8054,44.6946,-0.367813,1.70337,-1,76.7967
165617,86514419,G,104.557,-18.7443,56.7065,85.8206,59.832,1.15931,1.89006,-1,G,37.0209,3.19245,-30.4864,20.7586,30.5846,0.633889,-1.46641,1,88.067
165617,86482956,G,65.8549,29.219,15.0435,57.0683,32.6965,1.31902,0.475389,-1,G,21.0844,-3.48677,-14.0311,-15.3464,14.51,-0.923885,-1.81439,1,71.7952
165617,85137198,G,114.6,-20.0508,-35.6479,-107.053,86.8798,-1.68929,-2.08661,1,G,20.7819,12.1769,1.78444,16.7455,12.6543,1.11522,0.145905,-1,94.679
165617,86959904,G,42.3807,-29.6116,-30.121,3.4625,42.0644,0.0819353,-2.34768,-1,G,55.2311,17.0137,51.9457,7.91487,54.7752,0.144174,1.25426,1,93.6141
165617,86734124,G,78.54,44.0148,9.91145,64.2882,45.0781,1.15241,0.221494,1,G,46.7781,-40.1149,-7.93321,22.7166,40.9356,0.530294,-2.94635,-1,90.087
165617,87266364,G,83.3365,-25.7804,31.5417,72.7011,40.5605,1.34307,2.25599,-1,G,62.819,30.0231,-36.254,41.599,47.114,0.796724,-0.879154,1,90.8664
165617,87430095,G,46.7444,8.19935,-39.0599,-24.3335,39.9836,-0.577121,-1.36389,1,G,67.1403,-13.0492,57.8112,-31.5497,59.3003,-0.50992,1.79279,-1,97.3224
165617,86752681,G,205.148,29.3978,29.8144,200.83,41.5922,2.27175,0.792399,-1,G,72.1061,-20.9475,-36.9201,58.2871,42.3199,1.12233,-2.08687,1,98.0124
165617,87200730,G,82.3761,-35.2771,-25.9244,-69.78,43.7539,-1.24578,-2.50784,1,G,66.7332,-23.6147,56.87,-25.7188,61.5651,-0.406464,1.96437,-1,93.2077
165617,86803130,G,112.62,9.90703,-30.8275,-107.865,32.2769,-1.91822,-1.2599,-1,G,19.0071,-8.9818,11.8515,11.8375,14.8962,0.729613,2.21929,1,87.9973
165617,88746292,G,70.7453,22.056,-16.3857,-65.1915,27.9459,-1.59314,-0.639274,1,G,37.4889,-31.2051,20.574,2.89172,37.2085,0.0773307,2.55865,-1,87.9326
165617,88312602,G,82.6178,-23.71,-8.23736,78.7125,25.0752,1.8605,-2.80718,1,G,28.9714,23.2071,10.0481,-14.135,25.3106,-0.53339,0.40862,-1,90.9854
165617,88540506,G,185.942,19.7221,38.082,180.928,37.0547,2.14648,1.09227,-1,G,52.0899,-10.7279,-33.0558,38.8017,34.3818,0.961309,-1.88452,1,90.948
165617,87823648,G,67.4748,29.0322,22.2302,-56.708,36.5611,-1.22296,0.653464,-1,G,38.3339,-32.0768,-20.658,3.71534,38.116,0.0974188,-2.56943,1,91.5179
165617,89046271,G,41.9167,8.0519,-19.7415,-36.0893,21.3686,-1.29704,-1.1835,-1,G,46.1123,1.7145,31.7931,33.3556,31.975,0.914696,1.5169,1,86.6084
165617,88187556,G,83.13,-27.5323,24.049,74.6606,36.5928,1.46237,2.42365,-1,G,31.8669,23.4319,-20.7388,-6.02815,31.2746,-0.191498,-0.724497,1,92.1201
165617,88552415,G,149.698,36.6075,-14.2443,-144.453,39.3006,-2.01333,-0.37113,1,G,284.679,-48.7065,16.5838,-279.99,50.9141,-2.39566,2.81336,-1,91.5405
165617,89033346,G,114.791,-21.3415,28.0916,109.236,35.6053,1.84826,2.22056,-1,G,38.8273,31.0368,-18.1125,14.7037,36.0986,0.398645,-0.52829,1,89.6889
165617,90042419,G,53.4475,31.8002,-15.691,39.9895,35.6125,0.968869,-0.458433,1,G,40.1756,-28.3672,24.3175,-14.7658,37.2996,-0.385545,2.43289,-1,89.6819
165617,90471730,G,46.9304,-20.3691,-11.5247,-40.6784,23.4601,-1.31999,-2.62668,-1,G,45.3478,18.9111,5.7635,40.8113,19.6337,1.47211,0.295924,1,92.0866
165617,89580278,G,63.6253,-12.617,25.8132,-56.7684,28.7069,-1.43284,2.02542,-1,G,33.2037,15.8977,-20.6576,20.567,26.069,0.723918,-0.914884,1,89.5989
165617,90802483,G,146.854,41.5511,-6.92888,140.682,42.2101,1.92072,-0.165228,-1,G,43.1718,-34.3866,-0.834176,26.0895,34.4621,0.700014,-3.11737,1,90.4726
165617,89350404,G,44.6577,6.00087,-14.3758,-41.8524,15.5846,-1.7143,-1.17528,-1,G,49.4215,-6.80271,12.1397,47.4218,13.821,1.93991,2.08202,1,93.8842
165617,89814942,G,52.2126,39.9985,-27.6028,-19.0878,48.5624,-0.383284,-0.604037,1,G,47.7883,-35.2124,26.6607,-18.2484,44.1083,-0.402234,2.49353,-1,92.6412
165617,90816981,G,55.0577,11.647,-32.0153,43.2517,33.8361,1.05977,-1.22196,-1,G,38.1516,-21.3119,22.2775,-22.4734,30.9095,-0.676174,2.33402,1,89.8221
165617,89724685,G,47.5442,34.2968,-24.0077,-22.5344,41.9413,-0.515111,-0.610762,1,G,43.6044,-21.5134,29.6692,23.6273,36.7067,0.606698,2.19819,-1,90.0633
165617,89987026,G,84.6372,21.3471,32.2304,75.2924,38.8432,1.41999,0.985813,-1,G,35.6813,-31.8811,-15.9395,1.63302,35.646,0.0457769,-2.67799,1,90.458
165617,91429092,G,98.449,30.0517,-43.2176,-83.1945,52.3447,-1.23889,-0.963288,-1,G,61.4196,17.6254,45.1848,-37.6834,48.3122,-0.71493,1.19898,1,93.1103
165617,91929604,G,27.4437,7.58036,-2.76725,-26.2302,8.13566,-1.89474,-0.349677,-1,G,89.1857,-0.542775,-59.5114,66.4243,60.0878,0.961137,-1.57996,1,89.7702
165617,91419180,G,76.1609,-31.3468,-22.2308,65.7544,38.3471,1.30657,-2.52471,1,G,66.6895,39.2487,21.2289,49.5616,44.8858,0.957488,0.495851,-1,83.9346
165617,91196287,G,59.4457,-45.0377,-5.43938,-38.4161,45.3059,-0.768773,-3.02136,1,G,67.8474,50.0389,7.20922,-45.2481,50.5555,-0.805206,0.143079,-1,95.7898
165617,91763863,G,89.3904,-17.0695,-43.6279,-76.1306,47.7305,-1.2624,-1.94361,-1,G,56.0355,39.6779,23.9717,-31.4799,46.5166,-0.635468,0.543433,1,93.119
165617,92737422,G,44.2433,7.18077,24.3507,-36.2345,25.3668,-1.15379,1.28403,-1,G,39.7834,-8.38352,-24.9755,29.8102,26.3059,0.971522,-1.8946,1,83.7697
165617,92729755,G,67.4631,1.75249,-46.7229,48.6329,46.6664,0.909438,-1.5333,1,G,37.4903,-6.72392,36.8683,-1.01538,37.4955,-0.0270901,1.75119,-1,92.8761
165617,93156819,G,78.3971,9.72624,33.6928,-70.1163,34.8994,-1.44337,1.28971,-1,G,27.1376,-10.3714,-23.4256,8.95063,25.5916,0.342651,-1.98758,1,85.3845
165617,93760539,G,58.6002,-2.91267,38.2954,44.2601,38.2069,0.985133,1.64667,-1,G,40.008,1.65011,-39.9131,2.20151,39.9192,0.0550311,-1.52947,1,86.9522
165617,93768230,G,34.6128,-33.0478,0.848688,-10.2545,33.0067,-0.305384,3.11592,1,G,73.87,29.142,-54.4926,40.473,61.9454,0.61531,-1.07966,-1,89.2324
165617,93050505,G,69.0235,-23.4765,-40.1425,51.0065,46.9089,0.948238,-2.10005,1,G,77.1648,24.7953,34.9474,64.1737,42.8589,1.19349,0.953709,-1,89.8655
165617,93544043,G,93.2296,13.486,10.7458,91.6209,17.5144,2.37257,0.673113,-1,G,24.9593,-20.2077,-11.4788,-9.10196,23.2158,-0.382267,-2.62499,1,84.3417
165617,93671923,G,87.6415,-33.3298,-27.7295,76.1658,43.1575,1.32932,-2.44762,1,G,26.9648,21.8266,3.15859,-15.5148,22.0818,-0.65544,0.143728,-1,93.381
165617,92940453,G,59.0465,-40.3932,4.82884,-42.7966,40.6143,-0.917706,3.02261,-1,G,42.7115,42.7096,-0.237626,0.302416,42.5745,0.00711591,-0.00552233,1,92.3173
165617,93600173,G,76.5576,-30.2663,-28.8308,64.1388,41.9256,1.21375,-2.38047,1,G,43.2568,28.8597,29.6392,12.6401,41.2893,0.30103,0.798706,-1,91.9666
165617,92765609,G,38.0223,-27.8897,-20.0063,-16.3582,34.2647,-0.460192,-2.51932,1,G,36.7905,15.0546,21.0589,-26.1422,25.847,-0.888291,0.950129,-1,60.2065
165617,93253617,G,57.6721,11.0983,33.7261,45.4471,36.0513,1.06619,1.25279,1,G,41.6599,-5.19794,-41.1846,3.51432,41.5931,0.0845485,-1.69633,-1,85.9022
165617,94738065,G,69.7224,-24.7545,-9.46013,64.4897,26.48,1.62247,-2.77655,1,G,34.8353,30.2146,17.2134,-2.06479,34.7637,-0.0593224,0.517833,-1,83.3398
165617,94656901,G,75.0614,-9.45458,23.6976,70.592,25.5787,1.74199,1.95047,-1,G,31.1227,12.4389,-20.7193,-19.6112,24.1082,-0.741548,-1.03016,1,93.0497
165617,94715502,G,164.847,19.8746,-36.4768,159.527,41.5837,2.05526,-1.07188,-1,G,233.288,38.4946,60.0765,222.109,70.9622,1.8537,1.00101,1,94.348
165617,94718648,G,210.477,46.992,-15.5481,204.574,49.446,2.12628,-0.319524,1,G,53.3388,-28.8953,14.4785,42.4318,32.2631,1.08635,2.6771,-1,90.8749
165617,94638567,G,62.5205,-30.1594,-39.1756,38.2685,49.4547,0.71226,-2.22688,-1,G,47.0609,9.73003,40.9543,21.0424,41.9698,0.481094,1.33756,1,89.8318
165617,95149152,G,94.7706,-6.77789,-42.6041,84.3825,43.0961,1.42371,-1.7286,-1,G,42.2604,7.84347,37.7813,17.2334,38.6182,0.433006,1.3661,1,91.8004
165617,96566514,G,81.9153,-31.2405,-10.3149,-75.0182,32.8763,-1.5623,-2.82266,1,G,34.3727,24.6016,23.1866,-6.21416,33.7571,-0.182631,0.755748,-1,81.9417
165617,96056910,G,259.448,-7.58351,92.6842,-242.21,92.9454,-1.68537,1.65243,-1,G,100.646,26.0912,-13.4419,-96.271,29.207,-1.90358,-0.475681,1,92.0685
165617,96232427,G,84.4482,20.8941,15.5044,80.3401,25.6282,1.84617,0.637973,-1,G,27.8869,-23.1594,-4.23402,-14.946,23.4517,-0.598544,-2.96071,1,90.6125
165617,95850788,G,62.0826,26.5448,-28.146,48.5531,38.333,1.05081,-0.814639,1,G,44.5273,-24.7759,36.9283,-2.2637,44.4123,-0.0509411,2.16171,-1,95.6174
165617,96617300,G,109.621,-36.3122,8.62111,-103.072,37.1573,-1.74026,2.90865,1,G,152.213,54.0388,-6.01436,-142.171,54.5414,-1.68911,-0.110828,-1,89.9563
165617,96698180,G,42.9076,-1.82278,-39.2754,17.1805,39.1483,0.424066,-1.61719,-1,G,63.1531,-0.842713,49.086,39.726,49.1125,0.739697,1.58796,1,88.9222
165617,96045076,G,101.326,17.0841,28.4788,-95.7286,33.4153,-1.78072,1.03056,-1,G,172.98,62.9934,-54.8835,-151.465,82.9607,-1.35669,-0.716663,1,83.8404
165617,96323396,G,131.585,0.755111,30.1995,-128.071,27.908,-2.15108,1.54517,-1,G,28.9901,-2.38485,-27.7163,-8.15658,27.6733,-0.289132,-1.65658,1,84.9574
165617,96059264,G,57.5581,-34.5716,-25.7306,-38.1532,43.1225,-0.79804,-2.50176,-1,G,54.7994,35.659,28.6026,-30.2207,45.5645,-0.62054,0.676071,1,89.1055
165617,96321008,G,63.2082,-3.40627,-33.244,-53.6516,33.2446,-1.2519,-1.67296,-1,G,42.7221,-11.4901,41.0816,2.33303,42.6258,0.0550378,1.84352,1,91.1279
165617,95440807,G,61.5223,-10.2093,-34.7841,-49.7073,36.1148,-1.12109,-1.8563,-1,G,43.624,-8.46466,42.7675,1.52701,43.5828,0.0349764,1.76621,1,91.2248
165617,96436455,G,180.472,-6.46644,34.6019,-177.006,35.1782,-2.31814,1.75554,-1,G,34.6387,12.3097,-26.727,-18.2747,29.4679,-0.5868,-1.13918,1,89.6771
165617,96554567,G,143.199,-2.36842,51.1531,133.73,51.1019,1.68795,1.61708,-1,G,68.3214,-0.270077,-37.3768,57.19,37.305,1.21132,-1.57804,1,89.9649
165617,96836865,G,40.6789,14.796,25.6371,27.903,29.8159,0.84016,1.04732,1,G,46.3431,-8.8739,-30.9942,-33.2909,32.3524,-0.904183,-1.84959,-1,86.4871
165617,98345399,G,39.0351,31.2836,15.5747,17.3924,35.2359,0.479139,0.461837,1,G,53.6125,-36.2296,-12.3257,-37.547,38.5104,-0.867957,-2.81361,-1,90.235
165617,98368497,G,121.551,-40.6044,27.8042,-111.143,49.4611,-1.55367,2.54115,1,G,125.349,37.4768,-26.417,-116.662,45.987,-1.66364,-0.613919,-1,95.1456
165617,97423613,G,67.7093,11.2454,44.5428,-49.7396,46.2401,-0.938631,1.32356,-1,G,49.0263,-8.55374,-43.7583,-20.3867,44.4654,-0.442766,-1.76381,1,93.2827
165617,98160843,G,180.028,-28.2789,-33.0508,-174.694,42.5204,-2.0986,-2.27877,-1,G,132.142,32.7231,31.4041,-124.115,44.9592,-1.73192,0.764881,1,90.227
165617,97535456,G,147.133,3.89618,-32.588,-143.425,32.5772,-2.18069,-1.45193,-1,G,39.8385,-3.86167,33.688,-20.9118,33.9377,-0.583158,1.68493,1,89.1644
165617,97682592,G,69.371,37.9291,-4.1448,-57.9355,38.5366,-1.20494,-0.108794,-1,G,40.0887,-38.9089,4.86064,-8.3406,39.2787,-0.211109,3.0173,1,87.1058
165617,98786378,G,102.131,9.98777,-44.0629,91.5934,45.4068,1.45611,-1.34794,1,G,103.743,-5.41599,44.5014,93.5573,45.2303,1.48192,1.69202,-1,89.9011
165617,99100282,G,43.9622,-21.155,-5.31239,-38.1694,21.6905,-1.32591,-2.89563,-1,G,52.3655,34.4492,-10.099,38.1234,35.8183,0.924469,-0.28518,1,94.1529
165617,98915571,G,46.812,16.5344,-35.3717,25.8226,38.9443,0.620627,-1.13349,1,G,41.9739,-10.5357,30.9466,-26.3269,32.6874,-0.73691,1.89892,-1,88.471
165617,99088195,G,70.8647,48.8055,26.6701,-43.9149,55.6163,-0.724474,0.500118,-1,G,62.253,1.63201,-43.9619,-44.0467,44.049,-0.882235,-1.53372,1,84.4993
165617,99362523,G,135.718,-36.2786,-27.1879,127.922,45.3637,1.76022,-2.49846,1,G,18.4349,16.2475,6.99721,-5.18594,17.7054,-0.289224,0.406681,-1,88.8259
165617,98835374,G,85.1839,16.2593,-45.0595,70.4383,47.6006,1.17821,-1.22451,-1,G,50.3292,-20.4298,37.0537,27.2518,42.4231,0.606351,2.07465,1,93.4823
165617,98981261,G,28.5861,-25.2358,-5.71211,12.1524,25.9362,0.453914,-2.91901,1,G,127.313,104.859,39.7612,60.2676,112.925,0.51428,0.362464,-1,107.52
165617,98552684,G,47.7798,-2.84492,-14.1641,-45.5432,14.4195,-1.86575,-1.76927,-1,G,30.1166,-12.7614,16.6124,21.6372,21.0152,0.904372,2.22577,1,72.4348
165617,98846732,G,22.1295,-11.6703,-4.86199,-18.1623,12.5955,-1.15915,-2.74699,-1,G,95.4242,14.0636,18.1164,92.6271,22.7712,2.10407,0.910788,1,89.9581
165617,99738655,G,41.2771,-39.5353,-5.69875,10.4053,39.9846,0.257627,-2.99843,-1,G,63.6192,51.8003,2.56897,36.8445,51.6401,0.6613,0.0495595,1,92.7926
165617,99262600,G,49.2395,-21.4767,19.1408,39.9613,28.8542,1.13164,2.41361,1,G,47.1669,27.8392,-20.31,-32.2053,34.5039,-0.834378,-0.630301,-1,95.8759
165617,99919088,G,124.291,3.96409,-25.857,-121.507,26.1085,-2.24032,-1.41862,1,G,25.6722,0.112461,25.3682,3.93642,25.3955,0.154529,1.56637,-1,93.0016
165617,100343842,G,58.388,39.2935,4.33413,-42.9696,39.6557,-0.941722,0.109819,1,G,49.244,-47.1251,-4.20933,-13.6554,47.5102,-0.284717,-3.05247,-1,91.1971
165617,100192742,G,110.558,2.62533,-37.524,103.962,37.7222,1.74101,-1.50097,1,G,74.6865,3.03409,47.7347,57.3608,47.9873,1.01537,1.50732,-1,90.3004
165617,100684230,G,75.5279,10.7079,-36.0903,-65.4774,37.9346,-1.32065,-1.28253,1,G,84.5499,-24.7908,42.4588,-68.7847,49.0202,-1.13744,2.09926,-1,85.7887
165617,100443703,G,62.5476,29.0519,7.47452,54.8846,30.0434,1.36476,0.2518,1,G,19.2718,-16.1648,7.50079,-7.33674,17.795,-0.400875,2.70713,-1,63.5868
165617,101079775,G,61.7008,-53.7977,-14.3875,26.5667,55.7271,0.460683,-2.88027,1,G,49.2894,30.8302,24.4498,29.684,39.1462,0.696595,0.670413,-1,92.336
165617,100482497,G,51.3793,21.1543,-39.616,24.9578,45.057,0.530538,-1.08036,1,G,39.8661,-14.5537,36.0949,-8.63973,38.9442,-0.220217,1.95407,-1,89.4622
165617,100560809,G,134.312,-22.776,24.5124,130.078,33.5341,2.06711,2.31957,-1,G,32.701,22.8139,-21.678,8.88443,31.4574,0.278714,-0.759857,1,92.6011
165617,102020658,G,69.1944,-18.148,0.615992,-66.7692,18.2426,-2.01305,3.10785,-1,G,330.865,123.82,-1.65121,-306.818,122.468,-1.63886,-0.0132952,1,96.4999
165617,102334642,G,107.342,-29.1768,15.4564,102.137,32.9528,1.84749,2.6545,1,G,67.4997,50.6109,2.18933,44.6088,50.7468,0.794208,0.0432591,-1,90.9081
